"ID_obs";"Genus";"Species";"Latitude";"Longitude";"M.mimicry";"F.mimicry";"Country"
14955;"Napeogenes";"inachia";-14,625;-61,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
14957;"Napeogenes";"inachia";-17,625;-63,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
14958;"Napeogenes";"inachia";-16,875;-63,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
14959;"Napeogenes";"inachia";-17,625;-64,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
14961;"Napeogenes";"inachia";-12,875;-71,375;"EURIMEDIA";"EURIMEDIA";"Peru"
14962;"Napeogenes";"inachia";-9,875;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
14963;"Napeogenes";"inachia";-12,875;-69,375;"EURIMEDIA";"EURIMEDIA";"Peru"
14964;"Napeogenes";"inachia";-12,625;-69,125;"EURIMEDIA";"EURIMEDIA";"Peru"
14965;"Napeogenes";"inachia";-10,125;-75,125;"EURIMEDIA";"EURIMEDIA";"Peru"
14966;"Napeogenes";"inachia";-13,375;-70,375;"EURIMEDIA";"EURIMEDIA";"Peru"
14968;"Napeogenes";"inachia";-9,125;-75,625;"EURIMEDIA";"EURIMEDIA";"Peru"
14969;"Napeogenes";"inachia";-8,375;-74,625;"EURIMEDIA";"EURIMEDIA";"Peru"
14973;"Napeogenes";"inachia";1,125;-73,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
14974;"Napeogenes";"inachia";1,625;-75,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
14976;"Napeogenes";"inachia";1,125;-75,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
14978;"Napeogenes";"inachia";1,625;-75,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
14979;"Napeogenes";"inachia";2,625;-73,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
14980;"Napeogenes";"inachia";0,875;-76,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
14981;"Napeogenes";"inachia";-2,875;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14982;"Napeogenes";"inachia";-2,375;-78,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14983;"Napeogenes";"inachia";-3,375;-78,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14984;"Napeogenes";"inachia";-2,625;-78,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14985;"Napeogenes";"inachia";-2,625;-78,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14987;"Napeogenes";"inachia";-2,875;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14988;"Napeogenes";"inachia";-3,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14990;"Napeogenes";"inachia";-3,125;-78,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14992;"Napeogenes";"inachia";-2,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14993;"Napeogenes";"inachia";-1,875;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14994;"Napeogenes";"inachia";-2,875;-78,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14998;"Napeogenes";"inachia";-1,125;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
14999;"Napeogenes";"inachia";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15000;"Napeogenes";"inachia";-0,875;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15003;"Napeogenes";"inachia";-0,875;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15008;"Napeogenes";"inachia";-0,375;-77,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15011;"Napeogenes";"inachia";-0,875;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15014;"Napeogenes";"inachia";-1,375;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15017;"Napeogenes";"inachia";-0,375;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15018;"Napeogenes";"inachia";-0,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15019;"Napeogenes";"inachia";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15021;"Napeogenes";"inachia";-0,375;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15022;"Napeogenes";"inachia";-0,625;-76,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15027;"Napeogenes";"inachia";-0,875;-75,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15028;"Napeogenes";"inachia";-0,875;-75,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15029;"Napeogenes";"inachia";-0,375;-76,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15030;"Napeogenes";"inachia";-0,875;-75,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15031;"Napeogenes";"inachia";-0,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15035;"Napeogenes";"inachia";-0,125;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15036;"Napeogenes";"inachia";-0,875;-75,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15039;"Napeogenes";"inachia";-0,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15040;"Napeogenes";"inachia";-1,625;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15041;"Napeogenes";"inachia";-1,375;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15046;"Napeogenes";"inachia";-1,625;-75,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15047;"Napeogenes";"inachia";-1,625;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15052;"Napeogenes";"inachia";0,125;-77,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15053;"Napeogenes";"inachia";-0,125;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15054;"Napeogenes";"inachia";0,125;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15057;"Napeogenes";"inachia";-1,375;-78,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15058;"Napeogenes";"inachia";-3,375;-71,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15059;"Napeogenes";"inachia";-0,875;-75,125;"EURIMEDIA";"EURIMEDIA";"Peru"
15060;"Napeogenes";"inachia";-4,625;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15061;"Napeogenes";"inachia";-3,875;-73,375;"EURIMEDIA";"EURIMEDIA";"Peru"
15063;"Napeogenes";"inachia";-5,875;-76,625;"EURIMEDIA";"EURIMEDIA";"Peru"
15064;"Napeogenes";"inachia";-4,375;-73,625;"EURIMEDIA";"EURIMEDIA";"Peru"
15065;"Napeogenes";"inachia";-3,375;-72,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15068;"Napeogenes";"inachia";-6,625;-64,375;"DOTO";"DOTO";"Brazil"
15069;"Napeogenes";"inachia";-7,625;-63,125;"DOTO";"DOTO";"Brazil"
15070;"Napeogenes";"inachia";-4,375;-55,875;"DOTO";"DOTO";"Brazil"
15071;"Napeogenes";"inachia";-4,375;-56,125;"DOTO";"DOTO";"Brazil"
15072;"Napeogenes";"inachia";-4,125;-56,625;"DOTO";"DOTO";"Brazil"
15073;"Napeogenes";"inachia";-3,375;-54,875;"DOTO";"DOTO";"Brazil"
15074;"Napeogenes";"inachia";-8,875;-64,125;"DOTO";"DOTO";"Brazil"
15075;"Napeogenes";"inachia";-8,875;-63,875;"DOTO";"DOTO";"Brazil"
15077;"Napeogenes";"inachia";-18,625;-39,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
15078;"Napeogenes";"larilla";5,875;-73,375;"HEWITSONI";"HEWITSONI";"Colombia"
15079;"Napeogenes";"larilla";7,625;-72,375;"HEWITSONI";"HEWITSONI";"Venezuela"
15080;"Napeogenes";"larilla";7,375;-72,375;"HEWITSONI";"HEWITSONI";"Venezuela"
15081;"Napeogenes";"larilla";-3,875;-79,125;"HEWITSONI";"HEWITSONI";"Ecuador"
15082;"Napeogenes";"larilla";-6,375;-78,875;"HEWITSONI";"HEWITSONI";"Peru"
15083;"Napeogenes";"larilla";-5,875;-78,125;"PANTHYALE";"PANTHYALE";"Peru"
15084;"Napeogenes";"larilla";-10,375;-75,625;"PANTHYALE";"PANTHYALE";"Peru"
15085;"Napeogenes";"larilla";-3,125;-78,625;"THEUDELINDA";"THEUDELINDA";"Ecuador"
15086;"Napeogenes";"larilla";-1,625;-77,875;"THEUDELINDA";"THEUDELINDA";"Ecuador"
15087;"Napeogenes";"larilla";-1,375;-78,375;"THEUDELINDA";"THEUDELINDA";"Ecuador"
15090;"Napeogenes";"larilla";-0,625;-77,875;"THEUDELINDA";"THEUDELINDA";"Ecuador"
15091;"Napeogenes";"larilla";-0,375;-77,875;"THEUDELINDA";"THEUDELINDA";"Ecuador"
15095;"Napeogenes";"larilla";0,625;-77,625;"THEUDELINDA";"THEUDELINDA";"Ecuador"
15097;"Napeogenes";"larilla";0,375;-77,625;"THEUDELINDA";"THEUDELINDA";"Ecuador"
15098;"Napeogenes";"larina";5,625;-74,125;"HERMIAS";"HERMIAS";"Colombia"
15100;"Napeogenes";"larina";5,125;-75,125;"HERMIAS";"HERMIAS";"Colombia"
15101;"Napeogenes";"larina";4,125;-75,375;"HERMIAS";"HERMIAS";"Colombia"
15102;"Napeogenes";"lycora";-3,375;-78,625;"PRAXILLA";"PRAXILLA";"Ecuador"
15103;"Napeogenes";"lycora";-3,625;-78,375;"PRAXILLA";"PRAXILLA";"Ecuador"
15104;"Napeogenes";"lycora";-2,625;-78,625;"PRAXILLA";"PRAXILLA";"Ecuador"
15105;"Napeogenes";"lycora";-3,125;-78,625;"PRAXILLA";"PRAXILLA";"Ecuador"
15106;"Napeogenes";"lycora";-2,125;-78,125;"PRAXILLA";"PRAXILLA";"Ecuador"
15107;"Napeogenes";"lycora";-0,625;-77,625;"PRAXILLA";"PRAXILLA";"Ecuador"
15108;"Napeogenes";"lycora";-4,125;-78,875;"PRAXILLA";"PRAXILLA";"Ecuador"
15109;"Napeogenes";"lycora";-3,875;-79,125;"PRAXILLA";"PRAXILLA";"Ecuador"
15113;"Napeogenes";"lycora";-5,625;-77,625;"PRAXILLA";"PRAXILLA";"Peru"
15115;"Napeogenes";"lycora";-2,375;-78,125;"OZIA";"OZIA";"Ecuador"
15117;"Napeogenes";"lycora";-0,625;-77,875;"OZIA";"OZIA";"Ecuador"
15118;"Napeogenes";"lycora";-0,625;-77,625;"OZIA";"OZIA";"Ecuador"
15119;"Napeogenes";"lycora";0,375;-77,625;"OZIA";"OZIA";"Ecuador"
15121;"Napeogenes";"lycora";-1,375;-78,125;"OZIA";"OZIA";"Ecuador"
15122;"Napeogenes";"lycora";-1,375;-78,375;"OZIA";"OZIA";"Ecuador"
15125;"Napeogenes";"nsp1";-13,125;-71,625;"OCNA";"OCNA";"Peru"
15126;"Napeogenes";"nsp1";-9,375;-76,125;"PRAXILLA";"PRAXILLA";"Peru"
15127;"Napeogenes";"nsp2";-13,625;-70,875;"BANJANA-M";"BANJANA-M";"Peru"
15128;"Napeogenes";"nsp2";-13,125;-71,625;"BANJANA-M";"BANJANA-M";"Peru"
15129;"Napeogenes";"nsp2";-11,125;-75,375;"OCNA";"OCNA";"Peru"
15130;"Napeogenes";"nsp2";-10,625;-75,125;"OCNA";"OCNA";"Peru"
15131;"Napeogenes";"nsp2";-5,625;-77,625;"OCNA";"OCNA";"Peru"
15132;"Napeogenes";"garwoodae";0,875;-78,125;"LERIDA";"LERIDA";"Ecuador"
15133;"Napeogenes";"garwoodae";0,375;-78,625;"LERIDA";"LERIDA";"Ecuador"
15134;"Napeogenes";"garwoodae";0,125;-78,625;"LERIDA";"LERIDA";"Ecuador"
15135;"Napeogenes";"peridia";-2,125;-79,125;"DILUCIDA";"DILUCIDA";"Ecuador"
15136;"Napeogenes";"peridia";-1,875;-79,375;"DILUCIDA";"DILUCIDA";"Ecuador"
15137;"Napeogenes";"peridia";-2,375;-78,875;"DILUCIDA";"DILUCIDA";"Ecuador"
15138;"Napeogenes";"peridia";-2,375;-79,125;"DILUCIDA";"DILUCIDA";"Ecuador"
15139;"Napeogenes";"peridia";-1,125;-79,125;"DILUCIDA";"DILUCIDA";"Ecuador"
15140;"Napeogenes";"peridia";-3,625;-79,625;"DILUCIDA";"DILUCIDA";"Ecuador"
15141;"Napeogenes";"peridia";1,125;-78,625;"DILUCIDA";"DILUCIDA";"Ecuador"
15142;"Napeogenes";"peridia";0,875;-79,625;"DILUCIDA";"DILUCIDA";"Ecuador"
15143;"Napeogenes";"peridia";-2,125;-80,125;"DILUCIDA";"DILUCIDA";"Ecuador"
15144;"Napeogenes";"peridia";-0,875;-79,375;"DILUCIDA";"DILUCIDA";"Ecuador"
15145;"Napeogenes";"peridia";-0,125;-79,375;"DILUCIDA";"DILUCIDA";"Ecuador"
15146;"Napeogenes";"peridia";-0,375;-79,125;"DILUCIDA";"DILUCIDA";"Ecuador"
15147;"Napeogenes";"peridia";-0,625;-79,375;"DILUCIDA";"DILUCIDA";"Ecuador"
15148;"Napeogenes";"peridia";-0,375;-78,875;"DILUCIDA";"DILUCIDA";"Ecuador"
15150;"Napeogenes";"peridia";8,625;-80,125;"EXCELSA";"EXCELSA";"Panama"
15151;"Napeogenes";"peridia";9,125;-79,875;"EXCELSA";"EXCELSA";"Panama"
15152;"Napeogenes";"peridia";9,375;-80,125;"EXCELSA";"EXCELSA";"Panama"
15153;"Napeogenes";"peridia";9,375;-79,625;"EXCELSA";"EXCELSA";"Panama"
15154;"Napeogenes";"peridia";7,875;-77,625;"EXCELSA";"EXCELSA";"Panama"
15156;"Napeogenes";"peridia";9,125;-78,625;"EXCELSA";"EXCELSA";"Panama"
15157;"Napeogenes";"peridia";8,625;-79,875;"EXCELSA";"EXCELSA";"Panama"
15158;"Napeogenes";"peridia";9,125;-79,625;"EXCELSA";"EXCELSA";"Panama"
15159;"Napeogenes";"peridia";10,375;-84,375;"EXCELSA";"EXCELSA";"Costa Rica"
15160;"Napeogenes";"peridia";9,875;-83,625;"EXCELSA";"EXCELSA";"Costa Rica"
15161;"Napeogenes";"peridia";10,375;-83,375;"EXCELSA";"EXCELSA";"Costa Rica"
15162;"Napeogenes";"peridia";10,125;-83,875;"EXCELSA";"EXCELSA";"Costa Rica"
15163;"Napeogenes";"peridia";9,625;-82,875;"EXCELSA";"EXCELSA";"Costa Rica"
15164;"Napeogenes";"peridia";9,875;-83,125;"EXCELSA";"EXCELSA";"Costa Rica"
15166;"Napeogenes";"peridia";9,875;-84,125;"EXCELSA";"EXCELSA";"Costa Rica"
15167;"Napeogenes";"peridia";1,125;-78,625;"HERMIAS";"HERMIAS";"Ecuador"
15169;"Napeogenes";"peridia";0,875;-78,875;"HERMIAS";"HERMIAS";"Ecuador"
15170;"Napeogenes";"peridia";0,375;-79,125;"HERMIAS";"HERMIAS";"Ecuador"
15171;"Napeogenes";"peridia";0,875;-78,625;"HERMIAS";"HERMIAS";"Ecuador"
15173;"Napeogenes";"peridia";0,625;-78,875;"HERMIAS";"HERMIAS";"Ecuador"
15174;"Napeogenes";"peridia";0,375;-78,875;"HERMIAS";"HERMIAS";"Ecuador"
15175;"Napeogenes";"peridia";6,625;-75,375;"EXCELSA";"EXCELSA";"Colombia"
15176;"Napeogenes";"peridia";5,625;-74,125;"EXCELSA";"EXCELSA";"Colombia"
15179;"Napeogenes";"peridia";5,375;-74,375;"EXCELSA";"EXCELSA";"Colombia"
15181;"Napeogenes";"peridia";4,125;-75,375;"EXCELSA";"EXCELSA";"Colombia"
15183;"Napeogenes";"pharo";-7,625;-65,625;"EURIMEDIA";"EURIMEDIA";"Brazil"
15184;"Napeogenes";"pharo";4,125;-73,625;"OZIA";"OZIA";"Colombia"
15186;"Napeogenes";"pharo";-10,625;-62,875;"DOTO";"DOTO";"Brazil"
15187;"Napeogenes";"pharo";-10,375;-62,625;"DOTO";"DOTO";"Brazil"
15188;"Napeogenes";"pharo";-1,875;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15189;"Napeogenes";"pharo";-2,375;-78,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15190;"Napeogenes";"pharo";-4,375;-78,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15191;"Napeogenes";"pharo";-4,125;-78,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15192;"Napeogenes";"pharo";-3,875;-78,375;"EURIMEDIA";"EURIMEDIA";"Peru"
15193;"Napeogenes";"pharo";-5,625;-77,625;"EURIMEDIA";"EURIMEDIA";"Peru"
15195;"Napeogenes";"pharo";-6,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Peru"
15197;"Napeogenes";"pharo";-4,875;-78,125;"EURIMEDIA";"EURIMEDIA";"Peru"
15198;"Napeogenes";"pharo";-4,625;-77,625;"EURIMEDIA";"EURIMEDIA";"Peru"
15199;"Napeogenes";"pharo";-8,125;-55,125;"DOTO";"DOTO";"Brazil"
15200;"Napeogenes";"pharo";-15,875;-67,625;"CONFUSA";"CONFUSA";"Bolivia"
15201;"Napeogenes";"pharo";-15,625;-67,875;"CONFUSA";"CONFUSA";"Bolivia"
15202;"Napeogenes";"pharo";-13,625;-68,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15203;"Napeogenes";"pharo";-14,375;-67,875;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15204;"Napeogenes";"pharo";-14,375;-68,125;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15205;"Napeogenes";"pharo";-14,625;-67,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15206;"Napeogenes";"pharo";-15,625;-67,375;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15208;"Napeogenes";"pharo";-12,375;-68,625;"EURIMEDIA";"EURIMEDIA";"Bolivia"
15209;"Napeogenes";"pharo";-4,375;-69,875;"EURIMEDIA";"EURIMEDIA";"Brazil"
15210;"Napeogenes";"pharo";-9,625;-65,375;"EURIMEDIA";"EURIMEDIA";"Brazil"
15211;"Napeogenes";"pharo";-8,875;-64,125;"EURIMEDIA";"EURIMEDIA";"Brazil"
15212;"Napeogenes";"pharo";-0,125;-74,875;"EURIMEDIA";"EURIMEDIA";"Colombia"
15213;"Napeogenes";"pharo";1,375;-75,375;"EURIMEDIA";"EURIMEDIA";"Colombia"
15214;"Napeogenes";"pharo";1,625;-75,625;"EURIMEDIA";"EURIMEDIA";"Colombia"
15215;"Napeogenes";"pharo";-2,625;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15216;"Napeogenes";"pharo";-1,125;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15217;"Napeogenes";"pharo";-1,125;-77,625;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15218;"Napeogenes";"pharo";-0,875;-77,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15219;"Napeogenes";"pharo";-0,375;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15220;"Napeogenes";"pharo";-0,625;-76,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15224;"Napeogenes";"pharo";-0,375;-76,875;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15225;"Napeogenes";"pharo";-0,375;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15226;"Napeogenes";"pharo";0,125;-77,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15227;"Napeogenes";"pharo";-0,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15228;"Napeogenes";"pharo";-0,875;-75,375;"EURIMEDIA";"EURIMEDIA";"Ecuador"
15232;"Napeogenes";"pharo";-12,875;-71,375;"EURIMEDIA";"EURIMEDIA";"Peru"
15233;"Napeogenes";"pharo";-3,875;-70,625;"EURIMEDIA";"EURIMEDIA";"Peru"
15234;"Napeogenes";"pharo";-0,875;-75,125;"EURIMEDIA";"EURIMEDIA";"Peru"
15235;"Napeogenes";"pharo";-4,625;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15236;"Napeogenes";"pharo";-3,875;-73,375;"EURIMEDIA";"EURIMEDIA";"Peru"
15237;"Napeogenes";"pharo";-3,375;-71,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15238;"Napeogenes";"pharo";-3,125;-72,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15239;"Napeogenes";"pharo";-3,375;-72,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15240;"Napeogenes";"pharo";-12,875;-69,375;"EURIMEDIA";"EURIMEDIA";"Peru"
15241;"Napeogenes";"pharo";-11,875;-71,375;"EURIMEDIA";"EURIMEDIA";"Peru"
15242;"Napeogenes";"pharo";-12,625;-69,125;"EURIMEDIA";"EURIMEDIA";"Peru"
15243;"Napeogenes";"pharo";-6,625;-76,125;"EURIMEDIA";"EURIMEDIA";"Peru"
15244;"Napeogenes";"pharo";-8,625;-74,875;"EURIMEDIA";"EURIMEDIA";"Peru"
15245;"Napeogenes";"pharo";-3,375;-64,625;"DOTO";"DOTO";"Brazil"
15246;"Napeogenes";"pharo";-2,625;-66,125;"DOTO";"DOTO";"Brazil"
15247;"Napeogenes";"pharo";3,625;-73,625;"EURIMEDIA";"DOTO";"Colombia"
15248;"Napeogenes";"rhezia";-1,125;-77,625;"MAMERCUS";"MAMERCUS";"Ecuador"
15249;"Napeogenes";"rhezia";-1,125;-77,875;"MAMERCUS";"MAMERCUS";"Ecuador"
15253;"Napeogenes";"rhezia";-0,625;-76,375;"MAMERCUS";"MAMERCUS";"Ecuador"
15255;"Napeogenes";"rhezia";-0,625;-76,625;"MAMERCUS";"MAMERCUS";"Ecuador"
15256;"Napeogenes";"rhezia";-0,625;-76,875;"MAMERCUS";"MAMERCUS";"Ecuador"
15257;"Napeogenes";"rhezia";-0,625;-77,375;"MAMERCUS";"MAMERCUS";"Ecuador"
15258;"Napeogenes";"rhezia";-1,875;-78,125;"MAMERCUS";"MAMERCUS";"Ecuador"
15259;"Napeogenes";"rhezia";-2,625;-76,875;"MAMERCUS";"MAMERCUS";"Ecuador"
15260;"Napeogenes";"rhezia";-1,625;-77,375;"MAMERCUS";"MAMERCUS";"Ecuador"
15261;"Napeogenes";"rhezia";0,125;-77,375;"MAMERCUS";"MAMERCUS";"Ecuador"
15262;"Napeogenes";"rhezia";-4,125;-78,625;"MAMERCUS";"MAMERCUS";"Ecuador"
15263;"Napeogenes";"rhezia";-4,375;-55,875;"HERMIAS";"HERMIAS";"Brazil"
15264;"Napeogenes";"rhezia";-8,125;-55,125;"HERMIAS";"HERMIAS";"Brazil"
15265;"Napeogenes";"rhezia";-1,125;-51,125;"HERMIAS";"HERMIAS";"Brazil"
15266;"Napeogenes";"rhezia";6,375;-58,625;"HERMIAS";"HERMIAS";"Guyana"
15267;"Napeogenes";"rhezia";5,625;-59,625;"HERMIAS";"HERMIAS";"Guyana"
15268;"Napeogenes";"rhezia";5,875;-60,625;"HERMIAS";"HERMIAS";"Guyana"
15270;"Napeogenes";"rhezia";5,375;-59,875;"HERMIAS";"HERMIAS";"Guyana"
15271;"Napeogenes";"rhezia";6,875;-58,125;"HERMIAS";"HERMIAS";"Guyana"
15272;"Napeogenes";"rhezia";6,875;-58,625;"HERMIAS";"HERMIAS";"Guyana"
15273;"Napeogenes";"rhezia";5,375;-57,875;"HERMIAS";"HERMIAS";"Guyana"
15274;"Napeogenes";"rhezia";5,375;-58,875;"HERMIAS";"HERMIAS";"Guyana"
15275;"Napeogenes";"rhezia";5,875;-58,625;"HERMIAS";"HERMIAS";"Guyana"
15276;"Napeogenes";"rhezia";6,125;-61,375;"HERMIAS";"HERMIAS";"Venezuela"
15277;"Napeogenes";"rhezia";4,375;-61,125;"HERMIAS";"MAMERCUS";"Brazil"
15278;"Napeogenes";"rhezia";-3,375;-71,875;"MAMERCUS";"MAMERCUS";"Peru"
15279;"Napeogenes";"rhezia";-4,125;-72,875;"MAMERCUS";"MAMERCUS";"Peru"
15282;"Napeogenes";"rhezia";-1,375;-48,375;"DOTO";"DOTO";"Brazil"
15283;"Napeogenes";"rhezia";-1,125;-46,875;"DOTO";"DOTO";"Brazil"
15284;"Napeogenes";"rhezia";-1,125;-47,625;"DOTO";"DOTO";"Brazil"
15285;"Napeogenes";"rhezia";-1,125;-51,125;"DOTO";"DOTO";"Brazil"
15286;"Napeogenes";"rhezia";-2,625;-66,125;"HERMIAS";"HERMIAS";"Brazil"
15287;"Napeogenes";"rhezia";-8,875;-64,125;"HERMIAS";"HERMIAS";"Brazil"
15288;"Napeogenes";"rhezia";4,875;-52,375;"HERMIAS";"HERMIAS";"French Guiana"
15289;"Napeogenes";"rhezia";4,625;-52,375;"HERMIAS";"HERMIAS";"French Guiana"
15290;"Napeogenes";"rhezia";5,375;-54,125;"HERMIAS";"HERMIAS";"French Guiana"
15291;"Napeogenes";"rhezia";5,125;-55,125;"HERMIAS";"HERMIAS";"Suriname"
15292;"Napeogenes";"rhezia";5,375;-54,125;"HERMIAS";"HERMIAS";"Suriname"
15293;"Napeogenes";"rhezia";-10,125;-75,375;"MAMERCUS";"MAMERCUS";"Peru"
15294;"Napeogenes";"rhezia";-10,625;-75,125;"MAMERCUS";"MAMERCUS";"Peru"
15295;"Napeogenes";"rhezia";-10,125;-75,125;"MAMERCUS";"MAMERCUS";"Peru"
15296;"Napeogenes";"rhezia";-9,125;-75,625;"MAMERCUS";"MAMERCUS";"Peru"
15297;"Napeogenes";"rhezia";-3,875;-78,375;"MOTHONE";"MOTHONE";"Peru"
15298;"Napeogenes";"rhezia";1,125;-76,625;"MAMERCUS";"MAMERCUS";"Colombia"
15299;"Napeogenes";"rhezia";0,875;-76,625;"MAMERCUS";"MAMERCUS";"Colombia"
15300;"Napeogenes";"rhezia";-12,875;-38,625;"HERMIAS";"HERMIAS";"Brazil"
15301;"Napeogenes";"rhezia";-17,875;-41,625;"HERMIAS";"HERMIAS";"Brazil"
15302;"Napeogenes";"rhezia";-1,875;-65,375;"HERMIAS";"HERMIAS";"Brazil"
15303;"Napeogenes";"rhezia";-3,375;-68,875;"HERMIAS";"HERMIAS";"Brazil"
15304;"Napeogenes";"rhezia";-2,875;-67,875;"HERMIAS";"HERMIAS";"Brazil"
15305;"Napeogenes";"rhezia";-1,375;-69,625;"HERMIAS";"HERMIAS";"Colombia"
15306;"Napeogenes";"rhezia";-4,125;-69,875;"HERMIAS";"HERMIAS";"Colombia"
15307;"Napeogenes";"rhezia";-4,125;-70,375;"HERMIAS";"HERMIAS";"Peru"
15308;"Napeogenes";"rhezia";-2,375;-72,625;"HERMIAS";"HERMIAS";"Peru"
15309;"Napeogenes";"rhezia";-20,375;-40,375;"HEMIXANTHE";"HEMIXANTHE";"Brazil"
15310;"Napeogenes";"rhezia";-19,875;-40,625;"HEMIXANTHE";"HEMIXANTHE";"Brazil"
15311;"Napeogenes";"rhezia";-21,125;-41,625;"HEMIXANTHE";"HEMIXANTHE";"Brazil"
15312;"Napeogenes";"rhezia";-22,875;-43,125;"HEMIXANTHE";"HEMIXANTHE";"Brazil"
15313;"Napeogenes";"rhezia";-21,625;-42,125;"HEMIXANTHE";"HEMIXANTHE";"Brazil"
15314;"Napeogenes";"sodalis";-17,125;-65,875;"AGNOSIA";"AGNOSIA";"Bolivia"
15315;"Napeogenes";"sodalis";-16,375;-67,625;"AGNOSIA";"AGNOSIA";"Bolivia"
15316;"Napeogenes";"sodalis";-16,125;-67,875;"AGNOSIA";"AGNOSIA";"Bolivia"
15317;"Napeogenes";"sodalis";-16,125;-68,125;"AGNOSIA";"AGNOSIA";"Bolivia"
